time,ICA,Mathem,Postnord,Airmee
2026-01-01 00:00:00+01:00,0.8534702648,0.5588233038,0.4763233575,0.1795485235
2026-01-01 01:00:00+01:00,0.8629748827,0.5219016143999999,0.47371172289999997,0.1618478192
2026-01-01 02:00:00+01:00,0.8391051171,0.5491341023,0.45026488530000003,0.1742934954
2026-01-01 03:00:00+01:00,0.8171367086,0.5219873512000001,0.4586492813,0.1491164778
2026-01-01 04:00:00+01:00,0.8389215461,0.5164261914,0.4186296537,0.14873146639999998
2026-01-01 05:00:00+01:00,1.219843503,0.7884513518,1.0457284420000001,0.31548784669999996
2026-01-01 06:00:00+01:00,1.358134234,0.8949103283,1.240317092,0.3981937097
2026-01-01 07:00:00+01:00,1.366521688,0.8868899996,1.260258607,0.378633218
2026-01-01 08:00:00+01:00,1.408639701,0.9084084965,1.279599894,0.3923707002
2026-01-01 09:00:00+01:00,1.376122015,0.9208904791,1.272979417,0.3805233809
2026-01-01 10:00:00+01:00,1.3983474120000001,0.9177179781,1.29074281,0.3721574764
2026-01-01 11:00:00+01:00,1.27642518,0.8437788792,1.096919047,0.3228280703
2026-01-01 12:00:00+01:00,1.256576013,0.8216485418,1.0871812420000002,0.3509203018
2026-01-01 13:00:00+01:00,1.281204177,0.8471637775,1.111351845,0.3514468772
2026-01-01 14:00:00+01:00,1.294397698,0.8556446120000001,1.124228674,0.36665680429999997
2026-01-01 15:00:00+01:00,1.306581987,0.8448232215,1.125527913,0.3666990517
2026-01-01 16:00:00+01:00,1.488973075,0.9814775364,1.404707308,0.4161628624
2026-01-01 17:00:00+01:00,1.490395731,0.9723744266,1.382266253,0.4457613278
2026-01-01 18:00:00+01:00,1.493556125,0.9536007558,1.406295746,0.43600011590000004
2026-01-01 19:00:00+01:00,1.460464089,0.9708394098,1.3769311130000002,0.4415421969
2026-01-01 20:00:00+01:00,1.448290632,0.9618961457,1.368814839,0.4316610635
2026-01-01 21:00:00+01:00,1.3256650779999999,0.8464532493,1.147245984,0.3492068021
2026-01-01 22:00:00+01:00,1.314806511,0.8677897716,1.146717831,0.3624360426
2026-01-01 23:00:00+01:00,1.29779457,0.8467083461,1.1069823040000002,0.3449676041
2026-01-02 00:00:00+01:00,0.8398949487,0.5728931945000001,0.4790467466,0.1924788926
2026-01-02 01:00:00+01:00,0.8756726467,0.5521187748999999,0.4581899446,0.1764989998
2026-01-02 02:00:00+01:00,0.8415569246,0.5213392083999999,0.451031397,0.1399122457
2026-01-02 03:00:00+01:00,0.8176203834,0.5358820948999999,0.4287024746,0.1610509297
2026-01-02 04:00:00+01:00,0.834697402,0.5110431931,0.4459288939,0.14982443799999998
2026-01-02 05:00:00+01:00,1.246824847,0.8235775918,1.062638404,0.3061603076
2026-01-02 06:00:00+01:00,1.361840635,0.8968512812,1.272177994,0.3937159216
2026-01-02 07:00:00+01:00,1.384578611,0.9124684825,1.271836873,0.3791397195
2026-01-02 08:00:00+01:00,1.371400862,0.9258987391,1.282510612,0.37900711410000004
2026-01-02 09:00:00+01:00,1.413467976,0.9235148318,1.276076379,0.3830051724
2026-01-02 10:00:00+01:00,1.398068304,0.9242070949,1.278751073,0.3730526545
2026-01-02 11:00:00+01:00,1.2565407450000001,0.8152301373,1.081201079,0.3161108721
2026-01-02 12:00:00+01:00,1.269989007,0.8084984512,1.0925503799999998,0.3613440076
2026-01-02 13:00:00+01:00,1.276727525,0.8460875937,1.10640022,0.3348304005
