time,ICA,Mathem,Postnord,Airmee
2026-01-01 00:00:00+01:00,0.28052211028255536,0.183676337562599,0.15655991653567922,0.05901474578278358
2026-01-01 01:00:00+01:00,0.28364612711208387,0.17154076512046806,0.15570151375412405,0.05319680562890242
2026-01-01 02:00:00+01:00,0.2758005145650187,0.1804916510376738,0.14799491091829395,0.0572875015740453
2026-01-01 03:00:00+01:00,0.26857984787499245,0.171568945443857,0.15075072861501917,0.049012216073116815
2026-01-01 04:00:00+01:00,0.2757401776951469,0.16974108061123733,0.13759691312772185,0.04888566894562415
2026-01-01 05:00:00+01:00,0.4009431702418049,0.25915142704344807,0.34371431721885676,0.10369584058739584
2026-01-01 06:00:00+01:00,0.44639713541507076,0.29414280047260816,0.4076725135220697,0.1308799431605965
2026-01-01 07:00:00+01:00,0.4491539582277896,0.2915066459106083,0.4142269725357555,0.12445072044932341
2026-01-01 08:00:00+01:00,0.46299747964260635,0.29857943380897894,0.42058414614635814,0.12896601249364098
2026-01-01 09:00:00+01:00,0.4523094331172091,0.3026820630907181,0.41840810058775585,0.1250719869507522
2026-01-01 10:00:00+01:00,0.4596145678423991,0.301639312438354,0.42424664552090136,0.12232224711615788
2026-01-01 11:00:00+01:00,0.4195406681160693,0.2773367058786761,0.36053985541684636,0.10610845541317462
2026-01-01 12:00:00+01:00,0.41301656242212853,0.27006281573305074,0.3573391936940151,0.1153419253862296
2026-01-01 13:00:00+01:00,0.4211114484686668,0.278449268147533,0.3652836867127036,0.11551500235038781
2026-01-01 14:00:00+01:00,0.42544794911271033,0.2812367836463356,0.36951609573010985,0.12051426362908703
2026-01-01 15:00:00+01:00,0.429452731239916,0.277679964593052,0.3699431349382383,0.12052814967795218
2026-01-01 16:00:00+01:00,0.4894017827917953,0.3225960658047891,0.46170496456818977,0.13678611803661836
2026-01-01 17:00:00+01:00,0.48986938720613266,0.31960401830583113,0.45432894648624506,0.1465146631512849
2026-01-01 18:00:00+01:00,0.4909081584800353,0.3134334111180106,0.46222705889085186,0.14330630795247215
2026-01-01 19:00:00+01:00,0.48003133223882855,0.31909948268248867,0.4525753707693412,0.1451279018867859
2026-01-01 20:00:00+01:00,0.47603011041785015,0.31615997392440187,0.4499076805122646,0.1418801303970539
2026-01-01 21:00:00+01:00,0.4357250399292978,0.27821572882191165,0.37708151967108433,0.11477872527061085
2026-01-01 22:00:00+01:00,0.43215600155137807,0.28522870456171606,0.3769079241748818,0.11912696634654933
2026-01-01 23:00:00+01:00,0.42656444694643747,0.2782995750853537,0.36384748803907635,0.11338536826930481
2026-01-02 00:00:00+01:00,0.27606011965770666,0.18830088699729294,0.15745505124506662,0.0632647525800495
2026-01-02 01:00:00+01:00,0.2878196803101963,0.18147266548045665,0.1505997519428039,0.05801241581422734
2026-01-02 02:00:00+01:00,0.276606384719227,0.17135591120761082,0.14824685113051758,0.04598693128146974
2026-01-02 03:00:00+01:00,0.268738824093828,0.1761359268435811,0.1409076892518653,0.0529348807166685
2026-01-02 04:00:00+01:00,0.2743517686714918,0.16797177463182247,0.14656973946492172,0.049244911337956054
2026-01-02 05:00:00+01:00,0.409811509150968,0.27069686380614605,0.3492723529474353,0.1006300267447915
2026-01-02 06:00:00+01:00,0.4476153705111898,0.294780760839739,0.4181446855861311,0.12940816538576744
2026-01-02 07:00:00+01:00,0.45508898180632823,0.29991388667442764,0.4180325645354884,0.12461719944162268
2026-01-02 08:00:00+01:00,0.4507576651679916,0.3043281985473212,0.42154085288761617,0.1245736141543818
2026-01-02 09:00:00+01:00,0.4645844568905388,0.3035446461095913,0.4194260227714989,0.1258877123691702
2026-01-02 10:00:00+01:00,0.4595228294791708,0.30377218198716316,0.4203051521755161,0.1226164779289321
2026-01-02 11:00:00+01:00,0.4130049703911071,0.2679531881932923,0.3553736091695363,0.10390061913349856
2026-01-02 12:00:00+01:00,0.41742520035278796,0.26574058997116873,0.35910394401312684,0.11876803179975033
2026-01-02 13:00:00+01:00,0.4196400441118497,0.27809554363822203,0.3636561662803973,0.11005343057502288
2026-01-02 14:00:00+01:00,0.4238888482211063,0.27872457490721475,0.37300707590594295,0.11561327544665319
2026-01-02 15:00:00+01:00,0.43155336647558296,0.28262645991155816,0.3759183720309933,0.1125458790558192
2026-01-02 16:00:00+01:00,0.48579789601030804,0.3091906097665668,0.44920582720905966,0.1366176262157274
2026-01-02 17:00:00+01:00,0.4819841726944972,0.3152926092420349,0.4498874634816392,0.1413208128624276
2026-01-02 18:00:00+01:00,0.49128795263488534,0.32077353804606407,0.46158342967609056,0.1449959614475482
2026-01-02 19:00:00+01:00,0.4821611519935625,0.31645637323056,0.45320611030823366,0.1461386830139229
2026-01-02 20:00:00+01:00,0.48542131671469074,0.319946499813772,0.4523423731808619,0.146345606552496
2026-01-02 21:00:00+01:00,0.42855177260973737,0.2852633064522046,0.38313016835873104,0.11857677926194393
2026-01-02 22:00:00+01:00,0.4336414650421102,0.2857536237599201,0.38023609692421256,0.11924006723737798
2026-01-02 23:00:00+01:00,0.43078638408825276,0.27568195518438693,0.37142344762035817,0.11475664065689978
2026-01-03 00:00:00+01:00,0.2797025070819329,0.1790415903748578,0.15717840315842008,0.06546369736304909
2026-01-03 01:00:00+01:00,0.2795155976444187,0.1784153213013482,0.15071012173166579,0.05863544126864499
2026-01-03 02:00:00+01:00,0.27745074654309826,0.17725374615175313,0.15145143911645886,0.05708299721622314
2026-01-03 03:00:00+01:00,0.28339332209911117,0.1693505425618308,0.14930531347474055,0.053776675879230816
2026-01-03 04:00:00+01:00,0.26375711743876545,0.17547647602499616,0.14642134118803787,0.056636049513238744
2026-01-03 05:00:00+01:00,0.2731001864693241,0.16540629550101235,0.13840624567316256,0.052961385638568066
2026-01-03 06:00:00+01:00,0.27390790862699144,0.16408826836077264,0.139413191286871,0.05368955713823243
2026-01-03 07:00:00+01:00,0.44872985219661576,0.29500119845537537,0.4126800937626026,0.1179812519799233
2026-01-03 08:00:00+01:00,0.4491166272731757,0.29799740002839664,0.4160141078858506,0.12491162056249377
2026-01-03 09:00:00+01:00,0.44694086766974506,0.29104011290784865,0.41724776977044625,0.12189697090383277
2026-01-03 10:00:00+01:00,0.4522678289405438,0.3019279204192725,0.40920828868878145,0.13071399482878507
2026-01-03 11:00:00+01:00,0.399872394996581,0.2651377607745411,0.34410876082427466,0.11047476971053093
2026-01-03 12:00:00+01:00,0.41116687947287023,0.25843570839847657,0.35437013791116173,0.1100125384924714
2026-01-03 13:00:00+01:00,0.41706643639303953,0.2717548858780101,0.3565016697813995,0.11739498987553833
2026-01-03 14:00:00+01:00,0.4165218472589032,0.27377783935349614,0.3520259697753923,0.1191302093740099
2026-01-03 15:00:00+01:00,0.4186973251800557,0.2766234655118577,0.35270020178113437,0.11470973174885572
2026-01-03 16:00:00+01:00,0.4726432350160186,0.3150605850515332,0.44025597562786456,0.14292436101533837
2026-01-03 17:00:00+01:00,0.4826753529674388,0.3150123765922741,0.4442969465324186,0.13772882490570562
2026-01-03 18:00:00+01:00,0.4816162959679327,0.3215877867196659,0.44691954231631686,0.13625028846535858
2026-01-03 19:00:00+01:00,0.2955863306752804,0.1874859034846371,0.16847199012989178,0.06630623015848026
2026-01-03 20:00:00+01:00,0.2923729840467779,0.18925146450309438,0.17219603445273535,0.05856826974149012
2026-01-03 21:00:00+01:00,0.2958597570989332,0.1852188718549865,0.17196049679349135,0.061480886289196165
2026-01-03 22:00:00+01:00,0.29783826436490163,0.18442500570445708,0.16050330165530027,0.0657083268848001
2026-01-03 23:00:00+01:00,0.2866702238421644,0.1897780054615418,0.15912680913961527,0.06059817182903847
2026-01-04 00:00:00+01:00,0.2881282565078726,0.1801030217554713,0.16109899035408495,0.054478663318419086
2026-01-04 01:00:00+01:00,0.2822424480165336,0.17540782140942193,0.1550194069045112,0.059105177265141244
2026-01-04 02:00:00+01:00,0.28204402115928984,0.1725183600324259,0.1512779907063934,0.05264991672495046
2026-01-04 03:00:00+01:00,0.27215521930538233,0.17091536837457363,0.14731527741657252,0.05475579818622541
2026-01-04 04:00:00+01:00,0.2686306715093344,0.17237241209554616,0.14015980101165199,0.050353685160948305
2026-01-04 05:00:00+01:00,0.2715402919699481,0.17018705018319313,0.13585267917185007,0.05303941379892746
2026-01-04 06:00:00+01:00,0.26675224010621146,0.16778174476601895,0.13284780234342514,0.050771971149803356
2026-01-04 07:00:00+01:00,0.45518659835609354,0.29253861486974386,0.4154552278955051,0.12819300526092597
2026-01-04 08:00:00+01:00,0.4517668933284684,0.29316531287601066,0.40853957956205866,0.12076472778673114
2026-01-04 09:00:00+01:00,0.4460230560907574,0.29786600993782464,0.41589442578605235,0.12865296471305573
2026-01-04 10:00:00+01:00,0.45658523139465584,0.303255620042491,0.4144655695866506,0.13154103808994397
2026-01-04 11:00:00+01:00,0.40397541488651073,0.26784342916523457,0.3435796372633391,0.1029536750661378
2026-01-04 12:00:00+01:00,0.408332242999039,0.2721957233106108,0.3444860277270399,0.11333339486509454
2026-01-04 13:00:00+01:00,0.4133810106447919,0.26752821890618456,0.35041380217763884,0.10798078676798958
2026-01-04 14:00:00+01:00,0.4182036268632923,0.2718521161253466,0.353852910414045,0.10767552968814414
2026-01-04 15:00:00+01:00,0.42573049977425453,0.2729091361051108,0.36086417591184483,0.11687205658669773
2026-01-04 16:00:00+01:00,0.4725991242943671,0.3106751141899484,0.43522287766814194,0.1384420301690616
2026-01-04 17:00:00+01:00,0.48015740067079044,0.31495806295723494,0.44407516726113333,0.13768830476208757
2026-01-04 18:00:00+01:00,0.4820207637811903,0.31499099355478555,0.45322242750195113,0.13413138312649478
2026-01-04 19:00:00+01:00,0.2921872180355289,0.18448380709366313,0.17216980056374892,0.06267515784891688
2026-01-04 20:00:00+01:00,0.2930821081053368,0.1876757579317337,0.16832876156095625,0.06178352175175027
2026-01-04 21:00:00+01:00,0.2977454026908755,0.18168037989872368,0.17095127438498633,0.05930375669754663
2026-01-04 22:00:00+01:00,0.2927875610327165,0.18553285148787838,0.16675240416219891,0.05930025811819429
2026-01-04 23:00:00+01:00,0.29119203901697016,0.18353916401224907,0.16663017949363662,0.055693533971169114
